file,latency
telemetry_2_ce7516c3c9224850924bded8b4ae9293.json,0.134
telemetry_3_722fd73023cd448497923450e7a79e47.json,0.133
telemetry_4_ca61a7907dee43809240a661530a4b6d.json,0.134
telemetry_0_cdc98e4164bf46b6a48788bdaebea677.json,0.138
telemetry_1_582847cad123419b8fdbe6b508a5c6b5.json,0.139
telemetry_2_36d0a628bc684fb8bb140b3dfc47fd95.json,0.138
telemetry_3_1bcb8278903748158ae5ad497506f940.json,0.138
telemetry_4_079a53e6309e483a92388a8ac65be459.json,0.139
telemetry_0_825b5f3b15844cfea9ecb8f0f6c073de.json,0.141
telemetry_1_bc1cf302f49249db9d4ba7c3d189282c.json,0.137
telemetry_2_48761f28c2404d979b428dd98ca6f7fe.json,0.139
telemetry_3_cb2b5578e8e542adb2441a1935b5359f.json,0.137
telemetry_4_7cec82ec6b36407e9c469f7e19307d1f.json,0.147
telemetry_3_ac79c0c51a074770a4a16b2370bf50de.json,0.142
telemetry_4_d4a184bbf66f459884ef3698819a22bd.json,0.142
telemetry_2_443ef36a3c7747c2aef1fa27a9410f73.json,0.146
telemetry_1_29b876b2e77c46949629c230e93b75d3.json,0.209
telemetry_0_aef386a589b4483cbff2589909fe930a.json,0.214
telemetry_0_41211a82928547e090f0da7c8d75e413.json,0.14
telemetry_1_731a8989cc324db49903d2eec29747c1.json,0.14
telemetry_2_19c1ce49691749f49306f5707c8f1225.json,0.14
telemetry_4_75c0169bb3cb49bd9ea6506fa47e6aa9.json,0.139
telemetry_3_5067fefcea7244ae9f6edb37412fdb41.json,0.141
telemetry_0_17c3f5ea40914607b0234f9ae9854e92.json,0.158
telemetry_1_7841bb6f94a742afbd155a70820778d4.json,0.137
telemetry_2_fffdf352e1a54fb79e490bff94f93422.json,0.137
telemetry_3_e9d4f4571f87461782beedf0a798f9cb.json,0.136
telemetry_4_b10461d36c824ba3a13335ba7f0102fb.json,0.137
telemetry_0_9ab28da2578c458191844f8ea0a9a493.json,0.168
telemetry_1_817d1ba1ccbb4dd29c30308e0454e1cb.json,0.142
telemetry_2_e939a79f94dc48488712b0eaeec527f7.json,0.138
telemetry_3_746388962f55400784531cb6de479094.json,0.137
telemetry_4_31a1bf0d302e471fa526080c77fc6f0b.json,0.138
telemetry_0_22880ce899ea4a47a181dd22c6c7e965.json,0.158
telemetry_1_fb8b08c88e174ecba7ab2132a84f15a1.json,0.137
telemetry_2_a9d646536c45497ea12926c2b268a1a9.json,0.137
telemetry_3_4f46aab0f37045d487f6049e49aaf936.json,0.136
telemetry_4_3fc4d5f023be4d39af4760120b184802.json,0.136
telemetry_0_4b612d2e74c943ae8e9893cbd8c0b0ee.json,0.141
telemetry_1_781a4f6f840e4974a8bb059b08f4ff0f.json,0.141
telemetry_2_bff12bb68b6e4fdebe324722e72a35b3.json,0.142
telemetry_3_39223e26b09148c3b3d411615e7820fb.json,0.141
telemetry_4_dc9cc6dce9b44578bb862505d35fed67.json,0.141
telemetry_0_aa11f51a14b942449a1b74aa47e9a46f.json,1.412
telemetry_1_cc0e7de18d1c4f5697e3c0b026f131de.json,1.402
telemetry_2_7ec718c0df1446bb922bbd77d12fe2d8.json,1.381
telemetry_3_178e591629984d13bc550fd04a7665f4.json,1.386
telemetry_4_f9052aa0ff964757b2b3badf2c065c71.json,1.379
telemetry_3_34d1c7c1be9a45d49f6bcdf1a9ad3506.json,1.399
telemetry_4_b46cc2ba346f4d2d96fdf76f73222d15.json,1.398
telemetry_1_97fb9bc6c39e499e8e2010a987c12b32.json,1.405
telemetry_0_f8138e0b573b4678b1e8547ec060eadb.json,1.418
telemetry_2_bc519ad395f64653b1021216d129897e.json,1.448
